"restaurant_name","cuisine_type","cost_of_the_order","rating","day_of_wk","customer_num_order","rst_num_order","customer_neighbourhood","customer_region","complete_time","rst_num_order_binned","Cluster"
"Chipotle Mexican Grill","Mexican",29.05,4,"Sat",2,23,"East Village","South Manhattan",55,"Mid","cluster_3"
"RedFarm Broadway","Chinese",32.98,3.7,"Sun",2,59,"Midtown","Midtown",40,"Mid","cluster_3"
"Cafe Habana","Mexican",6.69,3,"Fri",4,16,"Gramercy","East Side",57,"Low","cluster_1"
"The Meatball Shop","Italian",24.3,4.1,"Sat",1,132,"Two Bridges","South Manhattan",54,"Very High","cluster_3"
"Rubirosa","Italian",7.33,3.4,"Sat",1,37,"Upper West Side","West Side",48,"Mid","cluster_2"
"RedFarm Hudson","Chinese",9.12,3.9,"Wed",1,55,"Hell's Kitchen","West Side",55,"Mid","cluster_1"
"Sarabeth's East","American",12.13,3.8,"Sat",1,7,"Gramercy","East Side",64,"Low","cluster_1"
"Kanoyama","Japanese",32.98,4.1,"Sat",2,3,"Lower East Side","South Manhattan",51,"Low","cluster_3"
"UVA Wine Bar & Restaurant","Italian",14.65,4.1,"Thu",1,2,"Kips Bay","East Side",57,"Low","cluster_1"
"Parm","Italian",31.33,4.1,"Sat",1,68,"Civic Center","South Manhattan",40,"High","cluster_3"
"RedFarm Broadway","Chinese",9.65,3.3,"Sat",1,59,"Harlem","Upper Manhattan",50,"Mid","cluster_2"
"Blue Ribbon Fried Chicken","American",12.95,3.4,"Sun",2,96,"East Village","South Manhattan",55,"High","cluster_1"
"P.J. Clarke's","American",21.34,4,"Tue",1,15,"Chelsea","West Side",53,"Low","cluster_3"
"Shake Shack","American",19.4,3.5,"Sat",1,219,"Harlem","Upper Manhattan",47,"Very High","cluster_2"
"RedFarm Hudson","Chinese",6.69,3.3,"Sat",2,55,"Chinatown","South Manhattan",44,"Mid","cluster_2"
"Blue Ribbon Sushi","Japanese",12.13,3,"Mon",4,119,"Gramercy","East Side",53,"High","cluster_1"
"Nobu Next Door","Japanese",15.91,3.2,"Sun",3,42,"Chinatown","South Manhattan",41,"Mid","cluster_2"
"Shake Shack","American",5.77,3.2,"Sat",1,219,"SoHo","South Manhattan",46,"Very High","cluster_2"
"The Meatball Shop","Italian",12.23,3.4,"Sat",1,132,"Upper West Side","West Side",41,"Very High","cluster_2"
"The Meatball Shop","Italian",12.23,3.2,"Sun",1,132,"Harlem","Upper Manhattan",44,"Very High","cluster_2"
"Tamarind TriBeCa","Indian",11.64,3.8,"Sat",1,27,"SoHo","South Manhattan",56,"Mid","cluster_1"
"V-Nam Cafe","Vietnamese",22.26,3.7,"Sun",3,4,"Hell's Kitchen","West Side",59,"Low","cluster_3"
"Don's Bogam BBQ & Wine Bar","Korean",14.07,3.1,"Sun",1,3,"Upper West Side","West Side",49,"Low","cluster_2"
"Blue Ribbon Sushi","Japanese",16.49,3.5,"Sun",4,119,"Kips Bay","East Side",54,"High","cluster_1"
"The Meatball Shop","Italian",9.65,4,"Thu",1,132,"Upper East Side","East Side",62,"Very High","cluster_1"
"Parm","Italian",12.23,3.5,"Sat",2,68,"East Harlem","Upper Manhattan",51,"High","cluster_2"
"Han Dynasty","Chinese",12.18,3.1,"Mon",2,46,"West Village","South Manhattan",52,"Mid","cluster_2"
"Sushi of Gari Tribeca","Japanese",12.13,3.2,"Sat",3,24,"Midtown","Midtown",55,"Mid","cluster_1"
"Blue Ribbon Sushi","Japanese",12.95,2.9,"Sun",2,119,"East Harlem","Upper Manhattan",41,"High","cluster_2"
"Momoya","Japanese",19.4,3.2,"Sun",7,30,"Greenwich Village","South Manhattan",43,"Mid","cluster_0"
"RedFarm Hudson","Chinese",29.1,4,"Sat",1,55,"Theater District","Midtown",55,"Mid","cluster_3"
"Han Dynasty","Chinese",29.15,3.7,"Fri",1,46,"Upper West Side","West Side",44,"Mid","cluster_3"
"Amma","Indian",31.43,4.5,"Thu",1,4,"Lower East Side","South Manhattan",47,"Low","cluster_3"
"Blue Ribbon Sushi","Japanese",16.15,3.3,"Sat",1,119,"Washington Heights","Upper Manhattan",44,"High","cluster_2"
"ilili Restaurant","Middle Eastern",8.97,3.3,"Sat",5,18,"Chelsea","West Side",43,"Low","cluster_2"
"Blue Ribbon Sushi Bar & Grill","Japanese",15.28,3.6,"Tue",6,44,"Chelsea","West Side",53,"Mid","cluster_0"
"Shake Shack","American",10.24,3.3,"Sat",1,219,"East Village","South Manhattan",43,"Very High","cluster_2"
"Vanessa's Dumpling House","Chinese",29.1,3.4,"Mon",3,9,"Washington Heights","Upper Manhattan",47,"Low","cluster_3"
"Blue Ribbon Sushi","Japanese",12.9,3.5,"Thu",1,119,"Harlem","Upper Manhattan",56,"High","cluster_1"
"Otto Enoteca Pizzeria","Italian",29.05,3.9,"Sun",4,12,"Upper East Side","East Side",42,"Low","cluster_3"
"Blue Ribbon Sushi","Japanese",19.35,3.2,"Sun",2,119,"Theater District","Midtown",49,"High","cluster_2"
"TAO","Japanese",12.71,3.1,"Sat",7,49,"East Village","South Manhattan",39,"Mid","cluster_0"
"Blue Ribbon Sushi","Japanese",24.3,3.5,"Sun",3,119,"Midtown","Midtown",60,"High","cluster_3"
"The Smile","American",12.08,3.1,"Sun",1,18,"Theater District","Midtown",52,"Low","cluster_2"
"ilili Restaurant","Middle Eastern",29.25,4.1,"Sat",4,18,"Hell's Kitchen","West Side",48,"Low","cluster_3"
"Tortaria","Mexican",13.05,3,"Sun",1,4,"Upper West Side","West Side",42,"Low","cluster_2"
"Shake Shack","American",25.22,4,"Sat",5,219,"East Village","South Manhattan",62,"Very High","cluster_3"
"Shake Shack","American",12.95,3.2,"Sun",2,219,"Upper West Side","West Side",51,"Very High","cluster_2"
"Nobu Next Door","Japanese",16.06,3.5,"Sun",1,42,"East Village","South Manhattan",54,"Mid","cluster_1"
"Shake Shack","American",29.05,3.7,"Sun",2,219,"East Village","South Manhattan",43,"Very High","cluster_3"
"Bareburger","American",5.63,3.3,"Sun",1,27,"Nolita","South Manhattan",62,"Mid","cluster_1"
"Shake Shack","American",19.4,3.5,"Sat",1,219,"Midtown","Midtown",56,"Very High","cluster_1"
"Parm","Italian",25.17,3.7,"Mon",1,68,"Hell's Kitchen","West Side",65,"High","cluster_3"
"Bareburger","American",25.22,4,"Tue",10,27,"Chelsea","West Side",58,"Mid","cluster_0"
"Hill Country Fried Chicken","Southern",14.84,3.7,"Sat",2,14,"Hell's Kitchen","West Side",42,"Low","cluster_2"
"The Meatball Shop","Italian",6.69,3.1,"Sun",5,132,"Hell's Kitchen","West Side",47,"Very High","cluster_2"
"The Meatball Shop","Italian",22.36,3.8,"Sat",1,132,"Midtown","Midtown",53,"Very High","cluster_3"
"TAO","Japanese",15.28,3,"Sun",2,49,"Midtown","Midtown",47,"Mid","cluster_2"
"Parm","Italian",8.2,3.9,"Tue",2,68,"Greenwich Village","South Manhattan",58,"High","cluster_1"
"Shake Shack","American",22.31,3.4,"Mon",3,219,"Upper West Side","West Side",65,"Very High","cluster_1"
"Tamarind TriBeCa","Indian",12.23,3.6,"Sat",2,27,"Greenwich Village","South Manhattan",42,"Mid","cluster_2"
"Bubby's","American",12.18,3.8,"Tue",3,3,"Upper West Side","West Side",59,"Low","cluster_1"
"Shake Shack","American",12.61,3.5,"Sat",1,219,"Upper East Side","East Side",48,"Very High","cluster_2"
"Rubirosa","Italian",14.12,3.7,"Thu",1,37,"Theater District","Midtown",58,"Mid","cluster_1"
"Hatsuhana","Japanese",14.07,3.2,"Sat",4,6,"Harlem","Upper Manhattan",51,"Low","cluster_2"
"Han Dynasty","Chinese",12.18,3.9,"Tue",1,46,"Harlem","Upper Manhattan",62,"Mid","cluster_1"
"Blue Ribbon Sushi","Japanese",17.07,3.4,"Sun",2,119,"Upper East Side","East Side",42,"High","cluster_2"
"The Meatball Shop","Italian",12.18,3.2,"Sun",4,132,"Midtown","Midtown",53,"Very High","cluster_1"
"Blue Ribbon Sushi","Japanese",8.83,3.1,"Sat",2,119,"Nolita","South Manhattan",39,"High","cluster_2"
"Sushi of Gari 46","Japanese",14.31,3.3,"Sat",4,37,"Harlem","Upper Manhattan",52,"Mid","cluster_1"
"TAO","Japanese",25.22,3.5,"Sun",1,49,"Upper West Side","West Side",45,"Mid","cluster_3"
"Terakawa Ramen","Japanese",14.65,3.4,"Sat",1,3,"East Village","South Manhattan",46,"Low","cluster_2"
"Blue Ribbon Sushi","Japanese",12.71,3.5,"Tue",2,119,"Midtown","Midtown",52,"High","cluster_1"
"Rubirosa","Italian",21.88,3.9,"Sun",1,37,"East Village","South Manhattan",55,"Mid","cluster_3"
"Blue Ribbon Sushi Bar & Grill","Japanese",12.95,3.9,"Tue",1,44,"Upper East Side","East Side",56,"Mid","cluster_1"
"Sushi of Gari Tribeca","Japanese",8.63,3.2,"Sat",7,24,"Upper West Side","West Side",61,"Mid","cluster_0"
"Blue Ribbon Fried Chicken","American",21.83,3.3,"Sun",2,96,"Midtown","Midtown",47,"High","cluster_2"
"RedFarm Broadway","Chinese",5.48,3,"Sun",3,59,"Upper West Side","West Side",45,"Mid","cluster_2"
"Parm","Italian",22.36,3.7,"Sun",2,68,"Inwood","Upper Manhattan",54,"High","cluster_3"
"Blue Ribbon Sushi","Japanese",12.13,3.5,"Sat",3,119,"Little Italy","South Manhattan",60,"High","cluster_1"
"Blue Ribbon Fried Chicken","American",12.18,3.2,"Sun",4,96,"Upper East Side","East Side",42,"High","cluster_2"
"Zero Otto Nove","Italian",12.18,3.2,"Mon",2,2,"East Village","South Manhattan",54,"Low","cluster_1"
"Bareburger","American",12.18,2.7,"Mon",10,27,"Upper West Side","West Side",49,"Mid","cluster_0"
"TAO","Japanese",22.12,3.4,"Fri",4,49,"Inwood","Upper Manhattan",62,"Mid","cluster_1"
"Shake Shack","American",33.03,4.5,"Tue",1,219,"Upper West Side","West Side",59,"Very High","cluster_3"
"Joe’s Shanghai","Chinese",16.1,3.6,"Sat",7,4,"Greenwich Village","South Manhattan",53,"Low","cluster_0"
"The Smile","American",22.26,3.5,"Sat",4,18,"Midtown","Midtown",51,"Low","cluster_3"
"Blue Ribbon Sushi Izakaya","Japanese",19.45,3.3,"Mon",1,29,"Upper West Side","West Side",65,"Mid","cluster_1"
"Shake Shack","American",15.77,3.3,"Sun",1,219,"Upper West Side","West Side",49,"Very High","cluster_2"
"The Meatball Shop","Italian",14.7,3.9,"Thu",1,132,"Financial District","South Manhattan",54,"Very High","cluster_1"
"Shake Shack","American",14.07,3.1,"Sun",4,219,"Harlem","Upper Manhattan",48,"Very High","cluster_2"
"ilili Restaurant","Middle Eastern",13.73,3.7,"Thu",1,18,"Midtown","Midtown",55,"Low","cluster_1"
"Shake Shack","American",12.61,3.4,"Sat",5,219,"East Village","South Manhattan",51,"Very High","cluster_0"
"Shake Shack","American",8.34,3.3,"Sun",1,219,"Gramercy","East Side",51,"Very High","cluster_2"
"Blue Ribbon Sushi","Japanese",12.18,3.3,"Sat",4,119,"Upper East Side","East Side",43,"High","cluster_2"
"The Meatball Shop","Italian",29.15,4.2,"Sat",2,132,"Hell's Kitchen","West Side",56,"Very High","cluster_3"
"Blue Ribbon Sushi Bar & Grill","Japanese",24.25,3.5,"Sat",3,44,"Midtown","Midtown",51,"Mid","cluster_3"
"Blue Ribbon Sushi","Japanese",12.32,2.7,"Mon",3,119,"Midtown","Midtown",56,"High","cluster_1"
"Shake Shack","American",15.96,4,"Wed",3,219,"Chelsea","West Side",55,"Very High","cluster_1"
"Blue Ribbon Fried Chicken","American",6.45,3,"Sat",10,96,"Chelsea","West Side",54,"High","cluster_0"
"Five Guys Burgers and Fries","American",24.3,3.7,"Sun",3,29,"Kips Bay","East Side",46,"Mid","cluster_3"
"RedFarm Hudson","Chinese",12.56,3.3,"Sat",2,55,"Harlem","Upper Manhattan",42,"Mid","cluster_2"
"Hill Country Fried Chicken","Southern",22.31,4.5,"Tue",1,14,"Lower East Side","South Manhattan",46,"Low","cluster_3"
"Sushi of Gari","Japanese",15.52,3.1,"Sat",2,16,"Harlem","Upper Manhattan",36,"Low","cluster_2"
"Dos Caminos","Mexican",6.74,3.1,"Sun",2,8,"East Village","South Manhattan",58,"Low","cluster_1"
"Blue Ribbon Sushi Bar & Grill","Japanese",6.02,3.3,"Thu",1,44,"Morningside Heights","Upper Manhattan",54,"Mid","cluster_1"
"J. G. Melon","American",6.74,3,"Sat",3,15,"Midtown","Midtown",49,"Low","cluster_2"
"Mira Sushi","Japanese",11.79,3.4,"Sun",1,2,"East Village","South Manhattan",58,"Low","cluster_1"
"TAO","Japanese",29.05,4,"Sun",1,49,"West Village","South Manhattan",59,"Mid","cluster_3"
"Blue Ribbon Sushi Bar & Grill","Japanese",19.35,3,"Sun",3,44,"Midtown","Midtown",40,"Mid","cluster_2"
"L'Express","French",11.98,3.5,"Tue",2,6,"Chelsea","West Side",49,"Low","cluster_2"
"Blue Ribbon Sushi Bar & Grill","Japanese",11.69,3,"Fri",3,44,"Greenwich Village","South Manhattan",49,"Mid","cluster_2"
"Blue Ribbon Sushi","Japanese",16.44,3.7,"Sat",1,119,"East Village","South Manhattan",59,"High","cluster_1"
"RedFarm Hudson","Chinese",20.32,3.7,"Fri",1,55,"East Village","South Manhattan",59,"Mid","cluster_1"
"Blue Ribbon Sushi","Japanese",14.02,3.1,"Sun",4,119,"East Village","South Manhattan",41,"High","cluster_2"
"RedFarm Broadway","Chinese",9.07,3.6,"Sat",2,59,"Upper East Side","East Side",52,"Mid","cluster_1"
"Shake Shack","American",15.52,3.3,"Sun",2,219,"Chelsea","West Side",50,"Very High","cluster_2"
"Jack's Wife Freda","Mediterranean",22.31,4,"Sat",2,25,"Chelsea","West Side",51,"Mid","cluster_3"
"Parm","Italian",28.57,3.5,"Mon",8,68,"Chelsea","West Side",54,"High","cluster_0"
"Shake Shack","American",24.25,3.6,"Sun",1,219,"Harlem","Upper Manhattan",57,"Very High","cluster_3"
"Cafeteria","American",12.08,3.4,"Sat",6,9,"East Harlem","Upper Manhattan",63,"Low","cluster_1"
"Blue Ribbon Sushi","Japanese",22.07,3.5,"Sun",2,119,"Chinatown","South Manhattan",48,"High","cluster_3"
"Shake Shack","American",21.29,3.7,"Sat",1,219,"Harlem","Upper Manhattan",56,"Very High","cluster_3"
"S'MAC","American",16.49,3.4,"Sat",1,12,"Harlem","Upper Manhattan",46,"Low","cluster_2"
"P.J. Clarke's","American",25.27,4.3,"Tue",5,15,"East Village","South Manhattan",63,"Low","cluster_3"
"Blue Ribbon Fried Chicken","American",11.64,3,"Sat",1,96,"Midtown","Midtown",40,"High","cluster_2"
"Don's Bogam BBQ & Wine Bar","Korean",12.61,3.2,"Sat",1,3,"Upper West Side","West Side",51,"Low","cluster_2"
"The Meatball Shop","Italian",13,3.5,"Sun",1,132,"Harlem","Upper Manhattan",60,"Very High","cluster_1"
"The Meatball Shop","American",31.43,4.1,"Sun",2,132,"Upper East Side","East Side",53,"Very High","cluster_3"
"Junoon","Indian",25.17,4.1,"Tue",13,5,"Greenwich Village","South Manhattan",47,"Low","cluster_0"
"Blue Ribbon Sushi Bar & Grill","Japanese",9.12,3.3,"Sat",5,44,"West Village","South Manhattan",54,"Mid","cluster_0"
"Parm","Italian",31.43,4.5,"Tue",4,68,"SoHo","South Manhattan",53,"High","cluster_3"
"Jack's Wife Freda","Mediterranean",29.05,4.3,"Sun",4,25,"SoHo","South Manhattan",63,"Mid","cluster_3"
"Yama 49","Japanese",31.33,3.9,"Sat",1,5,"Chelsea","West Side",48,"Low","cluster_3"
"Sarabeth's Restaurant","American",24.25,3.6,"Sun",2,7,"Tribeca","South Manhattan",47,"Low","cluster_3"
"Shake Shack","American",12.37,3.1,"Sun",2,219,"Midtown","Midtown",56,"Very High","cluster_1"
"Blue Ribbon Fried Chicken","American",24.25,3.6,"Sun",1,96,"Upper West Side","West Side",48,"High","cluster_3"
"Sushi of Gari 46","Japanese",29.05,4,"Sat",2,37,"Chelsea","West Side",61,"Mid","cluster_3"
"Shake Shack","American",5.63,3.2,"Sat",1,219,"West Village","South Manhattan",43,"Very High","cluster_2"
"RedFarm Hudson","Chinese",9.51,3.2,"Sun",2,55,"East Harlem","Upper Manhattan",55,"Mid","cluster_1"
"Blue Ribbon Sushi Izakaya","Japanese",15.76,3.2,"Sun",1,29,"Midtown","Midtown",56,"Mid","cluster_1"
"Shake Shack","American",11.64,3.2,"Sun",1,219,"Upper West Side","West Side",52,"Very High","cluster_2"
"Blue Ribbon Sushi","Japanese",12.13,3.2,"Sat",5,119,"Midtown","Midtown",58,"High","cluster_1"
"TAO","Japanese",14.99,3.3,"Sun",2,49,"Upper East Side","East Side",45,"Mid","cluster_2"
"The Meatball Shop","American",12.18,3.3,"Sat",1,132,"Upper West Side","West Side",45,"Very High","cluster_2"
"Dos Caminos Soho","Mexican",12.66,3,"Fri",1,1,"Harlem","Upper Manhattan",54,"Low","cluster_1"
"Parm","Italian",12.08,3.6,"Sat",1,68,"Chelsea","West Side",55,"High","cluster_1"
"Saravanaa Bhavan","Indian",15.52,4.3,"Tue",1,5,"Greenwich Village","South Manhattan",59,"Low","cluster_1"
"Go! Go! Curry!","Japanese",20.18,3.5,"Sun",1,3,"East Village","South Manhattan",51,"Low","cluster_3"
"Blue Ribbon Sushi","Japanese",31.43,3.6,"Sun",3,119,"Upper West Side","West Side",41,"High","cluster_3"
"J. G. Melon","American",12.18,3.4,"Sun",2,15,"Tribeca","South Manhattan",54,"Low","cluster_1"
"La Follia","Italian",8.05,3.1,"Sun",1,1,"Midtown","Midtown",48,"Low","cluster_2"
"The Meatball Shop","Italian",14.41,3.6,"Sat",3,132,"Harlem","Upper Manhattan",56,"Very High","cluster_1"
"Izakaya Ten","Japanese",12.23,3.6,"Tue",1,3,"Upper West Side","West Side",47,"Low","cluster_2"
"Blue Ribbon Sushi","Japanese",13,3.3,"Fri",1,119,"Upper East Side","East Side",53,"High","cluster_1"
"The Kati Roll Company","Indian",24.2,3.9,"Sun",1,16,"East Village","South Manhattan",42,"Low","cluster_3"
"TAO","Japanese",14.75,3.4,"Sat",2,49,"Hell's Kitchen","West Side",54,"Mid","cluster_1"
"Nobu Next Door","Japanese",5.77,3.2,"Sat",3,42,"East Village","South Manhattan",54,"Mid","cluster_1"
"Hot Kitchen","Chinese",13,3.4,"Sun",2,2,"Washington Heights","Upper Manhattan",57,"Low","cluster_1"
"Blue Ribbon Sushi Izakaya","Japanese",29.05,3.6,"Fri",1,29,"Chelsea","West Side",53,"Mid","cluster_3"
"Rubirosa","Italian",12.23,3.4,"Sat",1,37,"Hell's Kitchen","West Side",39,"Mid","cluster_2"
"Cafe Mogador","Middle Eastern",29.88,3.8,"Sun",2,18,"Chelsea","West Side",37,"Low","cluster_3"
"Blue Ribbon Fried Chicken","American",20.23,3.2,"Fri",3,96,"Upper West Side","West Side",46,"High","cluster_2"
"Shake Shack","American",4.8,2.8,"Sat",3,219,"Midtown","Midtown",46,"Very High","cluster_2"
"Serafina Fabulous Pizza","Italian",14.84,3.7,"Fri",1,5,"SoHo","South Manhattan",66,"Low","cluster_1"
"Blue Ribbon Sushi","Japanese",24.25,3.8,"Sat",2,119,"Greenwich Village","South Manhattan",51,"High","cluster_3"
"Nobu Next Door","Japanese",12.18,3.1,"Sun",1,42,"Midtown","Midtown",55,"Mid","cluster_1"
"Blue Ribbon Fried Chicken","American",10.14,3,"Sun",1,96,"Upper West Side","West Side",38,"High","cluster_2"
"Han Dynasty","Chinese",12.13,3.4,"Sat",1,46,"Hell's Kitchen","West Side",45,"Mid","cluster_2"
"Xi'an Famous Foods","Chinese",14.12,3.6,"Sat",3,9,"West Village","South Manhattan",51,"Low","cluster_1"
"Tony's Di Napoli","Italian",11.3,3.8,"Sat",1,5,"Nolita","South Manhattan",64,"Low","cluster_1"
"Lantern Thai Kitchen","Thai",32.93,4.5,"Sat",4,4,"Harlem","Upper Manhattan",61,"Low","cluster_3"
"RedFarm Broadway","Chinese",24.2,3.5,"Mon",2,59,"Upper West Side","West Side",55,"Mid","cluster_3"
"Blue Ribbon Fried Chicken","American",8.44,3.2,"Sat",1,96,"Hell's Kitchen","West Side",49,"High","cluster_2"
"Shake Shack","American",24.25,4,"Thu",2,219,"East Village","South Manhattan",47,"Very High","cluster_3"
"P.J. Clarke's","American",31.43,3.9,"Sun",5,15,"West Village","South Manhattan",54,"Low","cluster_3"
"Sushi of Gari Tribeca","Japanese",9.46,3.1,"Sat",7,24,"Hell's Kitchen","West Side",51,"Mid","cluster_0"
"Tony's Di Napoli","Italian",15.81,4,"Sat",2,5,"Nolita","South Manhattan",65,"Low","cluster_1"
"Westville Hudson","American",12.18,2.9,"Sun",2,15,"Midtown","Midtown",45,"Low","cluster_2"
"The Kati Roll Company","Indian",29.25,4.2,"Sat",2,16,"Upper West Side","West Side",51,"Low","cluster_3"
"Han Dynasty","Chinese",6.84,3.3,"Sat",1,46,"NoHo","South Manhattan",44,"Mid","cluster_2"
"Nobu Next Door","Japanese",12.66,3,"Sun",3,42,"Chelsea","West Side",41,"Mid","cluster_2"
"Parm","Italian",12.18,3.7,"Sun",2,68,"Murray Hill","East Side",58,"High","cluster_1"
"Blue Ribbon Fried Chicken","American",33.03,4.1,"Sat",3,96,"Harlem","Upper Manhattan",60,"High","cluster_3"
"12 Chairs","Middle Eastern",16.3,3.3,"Mon",1,4,"Upper West Side","West Side",53,"Low","cluster_1"
"Blue Ribbon Sushi","Japanese",12.95,3.2,"Sat",3,119,"Chelsea","West Side",45,"High","cluster_2"
"Kanoyama","Japanese",25.27,4.1,"Thu",1,3,"Upper West Side","West Side",62,"Low","cluster_3"
"Blue Ribbon Sushi","Japanese",6.74,3.2,"Sat",4,119,"Upper East Side","East Side",50,"High","cluster_2"
"Parm","Italian",21.88,3.8,"Sun",2,68,"East Village","South Manhattan",53,"High","cluster_3"
"Bhatti Indian Grill","Indian",32.98,4.8,"Thu",3,2,"Gramercy","East Side",62,"Low","cluster_3"
"Westville Hudson","American",16.98,3.4,"Sun",2,15,"Upper West Side","West Side",54,"Low","cluster_1"
"The Meatball Shop","Italian",11.59,3.3,"Mon",1,132,"Upper East Side","East Side",51,"Very High","cluster_2"
"RedFarm Hudson","Chinese",12.18,3.5,"Sat",1,55,"Hell's Kitchen","West Side",49,"Mid","cluster_2"
"Philippe Chow","Chinese",24.2,4.3,"Tue",1,1,"Chelsea","West Side",58,"Low","cluster_3"
"Bukhara Grill","Indian",16.54,3.8,"Sat",2,2,"Upper East Side","East Side",40,"Low","cluster_2"
"Sushi of Gari Tribeca","Japanese",9.27,3.1,"Sat",1,24,"SoHo","South Manhattan",37,"Mid","cluster_2"
"RedFarm Broadway","Chinese",24.3,3.6,"Mon",1,59,"East Village","South Manhattan",55,"Mid","cluster_3"
"Donburi-ya","Japanese",12.18,3,"Sun",6,7,"Chelsea","West Side",46,"Low","cluster_0"
"Chipotle Mexican Grill","Mexican",12.13,3.1,"Sun",5,23,"Inwood","Upper Manhattan",59,"Mid","cluster_1"
"12 Chairs","Middle Eastern",29.1,4,"Sat",1,4,"Flatiron District","Midtown",48,"Low","cluster_3"
"Blue Ribbon Sushi Bar & Grill","Japanese",12.37,3,"Sun",2,44,"Chinatown","South Manhattan",37,"Mid","cluster_2"
"Dirty Bird To Go","American",12.13,3.3,"Sun",2,3,"West Village","South Manhattan",49,"Low","cluster_2"
"Blue Ribbon Sushi Izakaya","Japanese",18.24,3.5,"Sat",9,29,"East Village","South Manhattan",54,"Mid","cluster_0"
"The MasalaWala","Indian",12.13,3.7,"Sat",2,1,"West Village","South Manhattan",47,"Low","cluster_2"
"Han Dynasty","Chinese",12.08,3.8,"Sat",1,46,"Upper East Side","East Side",56,"Mid","cluster_1"
"Blue Ribbon Sushi","Japanese",6.79,3.3,"Thu",1,119,"Chelsea","West Side",50,"High","cluster_2"
"Blue Ribbon Sushi","Japanese",12.13,3.2,"Sun",1,119,"Lower East Side","South Manhattan",43,"High","cluster_2"
"Vezzo Thin Crust Pizza","Italian",13.05,3.7,"Sat",3,5,"Upper West Side","West Side",58,"Low","cluster_1"
"Shake Shack","American",15.77,3.7,"Sun",1,219,"Upper East Side","East Side",58,"Very High","cluster_1"
"Vezzo Thin Crust Pizza","Italian",22.26,3.6,"Fri",3,5,"Upper West Side","West Side",54,"Low","cluster_3"
